Region,Year,Yr_week,Period,Qtr,Week Start Date,Week End Date,category_area,Product,Sales_TY,Sales_LY,EVENT_Autumn Sale,EVENT_BBQ,EVENT_BBQ Euros,EVENT_Back To Routine,EVENT_Better Baskets,EVENT_Brand Savers,EVENT_CCMP,EVENT_Diwali,EVENT_Drinks,EVENT_Drinks Festival,EVENT_Easter,EVENT_Family Meals,EVENT_Fathers Day,EVENT_Fathers Day BBQ,EVENT_Great Value,EVENT_Halloween,EVENT_Helpful Little Swaps,EVENT_Hogmanay,EVENT_Little Helps,EVENT_Love Local,EVENT_Mothers Day,EVENT_Night In,EVENT_Party Time,EVENT_Pound Shop,EVENT_Valentines,EVENT_Wales Big Pack,EVENT_Xmas,Holiday_Name,Holiday_Flag,Temperature,Minimum Temperature,Maximum Temperature,Precipitation,Total Snowfall,Wind Speed,Wind Gust,Atmospheric Pressure,CPIH_VALUE,RPI_VALUE,UNEMPLOYMENT_RATE,GDP_VALUE
London,2019,201901,201901,20191,2/25/2019,3/3/2019,Bakery & Dairy,Cheese & Yoghurts,23781207.45,23977332.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.414285714,2.5,17.0,3.0,0,12.21428571,57.4,1019.342857,285.0,2.6,3.8,665456
London,2019,201902,201901,20191,3/4/2019,3/10/2019,Bakery & Dairy,Cheese & Yoghurts,23737166.19,23583231.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.971428571,4.1,12.0,21.7,0,21.28571429,64.8,1001.428571,285.1,2.6,3.8,665456
London,2019,201903,201901,20191,3/11/2019,3/17/2019,Bakery & Dairy,Cheese & Yoghurts,23407166.67,23213265.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8.671428571,3.2,13.8,24.8,0,26.11428571,63.0,1008.342857,285.1,2.6,3.8,665456
London,2019,201904,201901,20191,3/18/2019,3/24/2019,Bakery & Dairy,Cheese & Yoghurts,22949428.55,22992374.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.142857143,3.6,13.9,1.8,0,9.257142857,25.9,1029.142857,285.1,2.6,3.8,665456
London,2019,201905,201901,20191,3/25/2019,3/31/2019,Bakery & Dairy,Cheese & Yoghurts,23173145.4,22733864.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.185714286,2.7,17.0,0.0,0,8.628571429,38.9,1030.457143,285.1,2.6,3.8,665456
London,2019,201906,201902,20191,4/1/2019,4/7/2019,Bakery & Dairy,Cheese & Yoghurts,22776297.2,22386315.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.957142857,1.4,12.9,6.6,0,12.44285714,38.9,1004.914286,288.2,2.6,3.8,666875
London,2019,201907,201902,20191,4/8/2019,4/14/2019,Bakery & Dairy,Cheese & Yoghurts,22126420.3,23078014.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.928571429,0.9,13.2,4.9,0,13.12857143,37.0,1021.571429,288.2,2.6,3.8,666875
London,2019,201908,201902,20191,4/15/2019,4/21/2019,Bakery & Dairy,Cheese & Yoghurts,22034173.72,23919182.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOODFRIDAY,1,12.52857143,3.1,22.0,0.0,0,11.35714286,38.9,1022.5,288.2,2.6,3.8,666875
London,2019,201909,201902,20191,4/22/2019,4/28/2019,Bakery & Dairy,Cheese & Yoghurts,23021228.04,24190176.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11.77142857,6.2,22.4,1.3,0,16.51428571,64.8,1004.914286,288.2,2.6,3.8,666875
London,2019,201910,201903,20191,4/29/2019,5/5/2019,Bakery & Dairy,Cheese & Yoghurts,22389539.9,24143248.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8.971428571,2.3,15.8,3.6,0,11.18571429,46.3,1020.142857,288.2,2.6,3.8,666875
London,2019,201911,201903,20191,5/6/2019,5/12/2019,Bakery & Dairy,Cheese & Yoghurts,23344789.65,24599245.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAYDAY,1,9.371428571,3.9,14.7,29.1,0,9.842857143,37.0,1013.3,289.2,2.6,3.9,666875
London,2019,201912,201903,20191,5/13/2019,5/19/2019,Bakery & Dairy,Cheese & Yoghurts,23643986.62,24076695.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11.18571429,4.5,17.6,0.3,0,10.88571429,35.2,1021.042857,289.2,2.6,3.9,666875
London,2019,201913,201903,20191,5/20/2019,5/26/2019,Bakery & Dairy,Cheese & Yoghurts,23195462.9,23530243.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14.35714286,7.5,20.2,0.0,0,11.8,38.9,1016.442857,289.2,2.6,3.9,666875
London,2019,201914,201904,20192,5/27/2019,6/2/2019,Bakery & Dairy,Cheese & Yoghurts,23448215.67,23744048.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPRINGBANKHOLIDAY,1,14.91428571,7.9,23.9,3.1,0,14.17142857,38.9,1016.271429,289.2,2.6,3.9,666875
London,2019,201915,201904,20192,6/3/2019,6/9/2019,Bakery & Dairy,Cheese & Yoghurts,23085440.95,23671415.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,13.31428571,7.3,18.3,10.4,0,14.64285714,55.5,1009.8,289.6,2.6,3.9,666875
London,2019,201916,201904,20192,6/10/2019,6/16/2019,Bakery & Dairy,Cheese & Yoghurts,23154614.81,23702395.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,12.58571429,9.6,17.3,57.9,0,14.17142857,42.6,1011.528571,289.6,2.6,3.9,666875
London,2019,201917,201904,20192,6/17/2019,6/23/2019,Bakery & Dairy,Cheese & Yoghurts,22891319.29,23284733.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15.21428571,8.3,22.7,11.0,0,11.84285714,35.2,1015.628571,289.6,2.6,3.9,666875
London,2019,201918,201904,20192,6/24/2019,6/30/2019,Bakery & Dairy,Cheese & Yoghurts,23687989.02,24560761.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18.98571429,11.9,31.1,2.8,0,15.9,38.9,1020.557143,289.6,2.6,3.9,666875
London,2019,201919,201905,20192,7/1/2019,7/7/2019,Bakery & Dairy,Cheese & Yoghurts,23390582.5,24035284.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16.67142857,9.9,24.9,1.5,0,10.97142857,35.2,1020.642857,289.5,2.6,3.9,670547
London,2019,201920,201905,20192,7/8/2019,7/14/2019,Bakery & Dairy,Cheese & Yoghurts,22809707.56,23165444.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.41428571,11.0,23.5,5.1,0,11.7,38.9,1018.7,289.5,2.6,3.9,670547
London,2019,201921,201905,20192,7/15/2019,7/21/2019,Bakery & Dairy,Cheese & Yoghurts,22584105.12,22943722.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.31428571,11.1,24.0,20.8,0,12.88571429,44.5,1014.985714,289.5,2.6,3.9,670547
London,2019,201922,201905,20192,7/22/2019,7/28/2019,Bakery & Dairy,Cheese & Yoghurts,22650480.95,23214554.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,21.5,13.9,34.8,19.4,0,14.35714286,40.8,1012.142857,289.5,2.6,3.9,670547
London,2019,201923,201906,20192,7/29/2019,8/4/2019,Bakery & Dairy,Cheese & Yoghurts,22711454.68,23026078.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18.05714286,11.8,23.7,3.8,0,14.04285714,50.0,1013.442857,289.5,2.6,3.9,670547
London,2019,201924,201906,20192,8/5/2019,8/11/2019,Bakery & Dairy,Cheese & Yoghurts,22849041.54,22780209.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.81428571,12.1,22.7,8.3,0,20.01428571,72.2,1007.014286,291.7,2.6,3.9,670547
London,2019,201925,201906,20192,8/12/2019,8/18/2019,Bakery & Dairy,Cheese & Yoghurts,22331323.52,22383292.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15.37142857,8.6,20.8,18.8,0,16.05714286,46.3,1011.128571,291.7,2.6,3.9,670547
London,2019,201926,201906,20192,8/19/2019,8/25/2019,Bakery & Dairy,Cheese & Yoghurts,22312098.7,22460016.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.52857143,9.5,30.4,6.4,0,12.14285714,38.9,1021.114286,291.7,2.6,3.9,670547
London,2019,201927,201907,20193,8/26/2019,9/1/2019,Bakery & Dairy,Cheese & Yoghurts,22940795.41,23073374.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18.4,9.4,30.6,0.6,0,12.42857143,37.0,1016.4,291.7,2.6,3.9,670547
London,2019,201928,201907,20193,9/2/2019,9/8/2019,Bakery & Dairy,Cheese & Yoghurts,23031975.86,23727562.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,13.58571429,6.8,20.7,7.1,0,15.25714286,44.5,1021.928571,291.0,2.6,3.8,670547
London,2019,201929,201907,20193,9/9/2019,9/15/2019,Bakery & Dairy,Cheese & Yoghurts,22609625.86,22659294.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14.88571429,8.6,23.0,0.0,0,11.41428571,40.8,1024.042857,291.0,2.6,3.8,670547
London,2019,201930,201907,20193,9/16/2019,9/22/2019,Bakery & Dairy,Cheese & Yoghurts,23182437.99,22685415.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14.88571429,6.7,23.1,0.8,0,10.38571429,35.2,1021.614286,291.0,2.6,3.8,670547
London,2019,201931,201907,20193,9/23/2019,9/29/2019,Bakery & Dairy,Cheese & Yoghurts,22752633.42,22638755.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15.27142857,11.5,18.3,43.5,0,19.6,48.2,1003.414286,291.0,2.6,3.8,670547
London,2019,201932,201908,20193,9/30/2019,10/6/2019,Bakery & Dairy,Cheese & Yoghurts,22419901.29,22626060.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11.7,4.4,16.5,38.8,0,13.65714286,46.3,1010.2,291.0,2.6,3.8,670547
London,2019,201933,201908,20193,10/7/2019,10/13/2019,Bakery & Dairy,Cheese & Yoghurts,22024051.61,22657842.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,12.17142857,8.1,16.0,29.5,0,16.44285714,50.0,1007.942857,290.4,2.6,3.8,670587
London,2019,201934,201908,20193,10/14/2019,10/20/2019,Bakery & Dairy,Cheese & Yoghurts,21913902.33,22805676.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,10.78571429,5.6,14.8,21.4,0,13.25714286,44.5,1004.242857,290.4,2.6,3.8,670587
London,2019,201935,201908,20193,10/21/2019,10/27/2019,Bakery & Dairy,Cheese & Yoghurts,22340909.89,23149488.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.914285714,3.8,15.9,11.5,0,13.62857143,57.4,1014.742857,290.4,2.6,3.8,670587
London,2019,201936,201909,20193,10/28/2019,11/3/2019,Bakery & Dairy,Cheese & Yoghurts,22542761.47,23065631.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8.714285714,2.6,14.2,8.9,0,14.8,57.4,1007.871429,290.4,2.6,3.8,670587
London,2019,201937,201909,20193,11/4/2019,11/10/2019,Bakery & Dairy,Cheese & Yoghurts,22219685.37,22532444.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.257142857,0.3,10.8,25.0,0,11.27142857,33.3,1000.028571,291.0,2.6,3.7,670587
London,2019,201938,201909,20193,11/11/2019,11/17/2019,Bakery & Dairy,Cheese & Yoghurts,22358300.17,22309510.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4.828571429,2.5,7.4,23.4,0,13.11428571,46.3,1002.157143,291.0,2.6,3.7,670587
London,2019,201939,201909,20193,11/18/2019,11/24/2019,Bakery & Dairy,Cheese & Yoghurts,22666662.81,22681007.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5.628571429,-1.0,10.4,8.7,0,12.84285714,35.2,1006.028571,291.0,2.6,3.7,670587
London,2019,201940,201910,20194,11/25/2019,12/1/2019,Bakery & Dairy,Cheese & Yoghurts,22562708.83,23019579.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.471428571,-0.1,12.0,12.8,0,12.75714286,35.2,1005.357143,291.0,2.6,3.7,670587
London,2019,201941,201910,20194,12/2/2019,12/8/2019,Bakery & Dairy,Cheese & Yoghurts,22073429.25,22753738.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5.571428571,-1.1,11.2,6.6,0,15.81428571,59.3,1016.585714,291.9,2.6,3.9,670587
London,2019,201942,201910,20194,12/9/2019,12/15/2019,Bakery & Dairy,Cheese & Yoghurts,23471564.82,24694570.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5.228571429,0.7,9.7,27.7,0,20.85714286,61.1,997.1285714,291.9,2.6,3.9,670587
London,2019,201943,201910,20194,12/16/2019,12/22/2019,Bakery & Dairy,Cheese & Yoghurts,30566965.15,36186478.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.157142857,2.9,11.1,51.0,0,14.18571429,37.0,992.9428571,291.9,2.6,3.9,670587
London,2019,201944,201910,20194,12/23/2019,12/29/2019,Bakery & Dairy,Cheese & Yoghurts,20394503.64,16330451.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOXINGDAY,1,6.257142857,2.8,10.2,4.7,0,13.42857143,48.2,1021.885714,291.9,2.6,3.9,670587
London,2019,201944,201910,20194,12/23/2019,12/29/2019,Bakery & Dairy,Cheese & Yoghurts,20394503.64,16330451.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHRISTMASDAY,1,6.257142857,2.8,10.2,4.7,0,13.42857143,48.2,1021.885714,291.9,2.6,3.9,670587
London,2019,201945,201911,20194,12/30/2019,1/5/2020,Bakery & Dairy,Cheese & Yoghurts,22012298.3,22184130.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEWYEAR'SDAY,1,6.0,2.9,9.9,2.0,0,12.37142857,37.0,1028.342857,291.9,2.6,3.9,670587
London,2019,201946,201911,20194,1/6/2020,1/12/2020,Bakery & Dairy,Cheese & Yoghurts,22577374.92,23107089.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.985714286,3.8,11.9,6.9,0,18.02857143,50.0,1019.4,290.6,1.5,3.9,652180
London,2019,201947,201911,20194,1/13/2020,1/19/2020,Bakery & Dairy,Cheese & Yoghurts,22070171.33,23004164.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.242857143,-0.6,12.1,24.9,0,17.6,66.7,1015.671429,290.6,1.5,3.9,652180
London,2019,201948,201911,20194,1/20/2020,1/26/2020,Bakery & Dairy,Cheese & Yoghurts,22702596.05,23259419.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4.657142857,-1.6,8.3,0.9,0,7.842857143,37.0,1030.128571,290.6,1.5,3.9,652180
London,2019,201949,201912,20194,1/27/2020,2/2/2020,Bakery & Dairy,Cheese & Yoghurts,23019218.49,23537226.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.528571429,2.2,11.9,21.4,0,20.78571429,59.3,1003.714286,290.6,1.5,3.9,652180
London,2019,201950,201912,20194,2/3/2020,2/9/2020,Bakery & Dairy,Cheese & Yoghurts,23112358.42,23211293.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.228571429,0.8,12.0,2.3,0,19.45714286,88.9,1018.7,292.0,1.5,4.1,652180
London,2019,201951,201912,20194,2/10/2020,2/16/2020,Bakery & Dairy,Cheese & Yoghurts,22833057.13,22408616.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.871428571,1.8,12.7,39.6,0,28.82857143,79.6,1005.085714,292.0,1.5,4.1,652180
London,2019,201952,201912,20194,2/17/2020,2/23/2020,Bakery & Dairy,Cheese & Yoghurts,22779171.54,22419921.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.185714286,2.2,12.5,21.9,0,26.5,64.8,1016.371429,292.0,1.5,4.1,652180
London,2019,201953,201912,20194,2/24/2020,3/1/2020,Bakery & Dairy,Cheese & Yoghurts,23471731.53,23781207.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5.428571429,0.7,10.7,28.2,0,22.85714286,59.3,999.8571429,292.0,1.5,4.1,652180
London,2020,202001,202001,20201,3/2/2020,3/8/2020,Bakery & Dairy,Cheese & Yoghurts,24166481.66,23737166.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5.342857143,1.0,11.3,22.5,0,16.58571429,50.0,1002.957143,292.6,1.5,4.1,652180
London,2020,202002,202001,20201,3/9/2020,3/15/2020,Bakery & Dairy,Cheese & Yoghurts,28070216.15,23407166.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8.371428571,3.5,14.5,16.8,0,22.48571429,61.1,1010.442857,292.6,1.5,4.1,652180
London,2020,202003,202001,20201,3/16/2020,3/22/2020,Bakery & Dairy,Cheese & Yoghurts,30272685.05,22949428.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.671428571,1.2,12.8,3.9,0,17.05714286,44.5,1025.714286,292.6,1.5,4.1,652180
London,2020,202004,202001,20201,3/23/2020,3/29/2020,Bakery & Dairy,Cheese & Yoghurts,23412887.27,23173145.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5.414285714,0.4,12.3,0.0,0,18.05714286,57.4,1027.442857,292.6,1.5,4.1,652180
London,2020,202005,202001,20201,3/30/2020,4/5/2020,Bakery & Dairy,Cheese & Yoghurts,25777010.13,22776297.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6.814285714,-0.5,19.0,0.0,0,12.9,37.0,1022.685714,292.6,1.5,4.1,652180
London,2020,202006,202002,20201,4/6/2020,4/12/2020,Bakery & Dairy,Cheese & Yoghurts,25697455.76,22126420.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOODFRIDAY,1,13.77142857,5.1,22.9,0.8,0,10.25714286,31.5,1022.485714,292.6,1.5,4.1,522356
London,2020,202007,202002,20201,4/13/2020,4/19/2020,Bakery & Dairy,Cheese & Yoghurts,26374814.51,22034173.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.242857143,2.2,19.2,17.0,0,14.47142857,44.5,1020.957143,292.6,1.5,4.1,522356
London,2020,202008,202002,20201,4/20/2020,4/26/2020,Bakery & Dairy,Cheese & Yoghurts,27398640.48,23021228.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,12.12857143,5.3,22.0,0.0,0,14.48571429,46.3,1016.785714,292.6,1.5,4.1,522356
London,2020,202009,202002,20201,4/27/2020,5/3/2020,Bakery & Dairy,Cheese & Yoghurts,27306633.55,22389539.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9.971428571,5.7,17.2,21.1,0,14.14285714,40.8,1005.014286,292.6,1.5,4.1,522356
London,2020,202010,202003,20201,5/4/2020,5/10/2020,Bakery & Dairy,Cheese & Yoghurts,26697713.48,23344789.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAYDAY,1,12.57142857,4.0,22.8,0.3,0,13.18571429,51.8,1018.557143,292.2,1.5,4.1,522356
London,2020,202011,202003,20201,5/11/2020,5/17/2020,Bakery & Dairy,Cheese & Yoghurts,26326033.3,23643986.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8.914285714,2.1,17.4,0.0,0,13.42857143,53.7,1021.9,292.2,1.5,4.1,522356
London,2020,202012,202003,20201,5/18/2020,5/24/2020,Bakery & Dairy,Cheese & Yoghurts,26524070.33,23195462.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16.24285714,8.7,25.0,1.5,0,15.68571429,59.3,1022.014286,292.2,1.5,4.1,522356
London,2020,202013,202003,20201,5/25/2020,5/31/2020,Bakery & Dairy,Cheese & Yoghurts,26291770.17,23448215.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPRINGBANKHOLIDAY,1,16.41428571,8.5,23.6,0.0,0,11.57142857,37.0,1030.614286,292.2,1.5,4.1,522356
London,2020,202014,202004,20202,6/1/2020,6/7/2020,Bakery & Dairy,Cheese & Yoghurts,25915511.97,23085440.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,13.14285714,5.4,23.2,11.9,0,15.75714286,51.8,1008.514286,292.7,1.5,4.4,522356
London,2020,202015,202004,20202,6/8/2020,6/14/2020,Bakery & Dairy,Cheese & Yoghurts,25608013.72,23154614.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,13.85714286,8.1,20.9,11.7,0,12.61428571,38.9,1013.542857,292.7,1.5,4.4,522356
London,2020,202016,202004,20202,6/15/2020,6/21/2020,Bakery & Dairy,Cheese & Yoghurts,25844624.04,22891319.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15.78571429,11.2,21.5,23.4,0,11.52857143,38.9,1014.785714,292.7,1.5,4.4,522356
London,2020,202017,202004,20202,6/22/2020,6/28/2020,Bakery & Dairy,Cheese & Yoghurts,25639706.14,23687989.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18.87142857,8.4,30.0,4.6,0,15.94285714,53.7,1015.542857,292.7,1.5,4.4,522356
London,2020,202018,202004,20202,6/29/2020,7/5/2020,Bakery & Dairy,Cheese & Yoghurts,25335229.59,23390582.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15.85714286,10.5,19.9,9.6,0,21.42857143,55.5,1010.042857,292.7,1.5,4.4,522356
London,2020,202019,202005,20202,7/6/2020,7/12/2020,Bakery & Dairy,Cheese & Yoghurts,24736425.77,22809707.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14.91428571,8.1,21.5,13.2,0,14.02857143,40.8,1019.557143,294.2,1.5,4.6,610972
London,2020,202020,202005,20202,7/13/2020,7/19/2020,Bakery & Dairy,Cheese & Yoghurts,24605041.03,22584105.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16.92857143,10.4,25.3,1.6,0,11.62857143,33.3,1018.857143,294.2,1.5,4.6,610972
London,2020,202021,202005,20202,7/20/2020,7/26/2020,Bakery & Dairy,Cheese & Yoghurts,24034921.21,22650480.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16.7,9.3,23.0,8.1,0,13.57142857,42.6,1016.985714,294.2,1.5,4.6,610972
London,2020,202022,202005,20202,7/27/2020,8/2/2020,Bakery & Dairy,Cheese & Yoghurts,24244307.85,22711454.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,18.17142857,8.6,32.1,4.8,0,14.58571429,48.2,1014.771429,294.2,1.5,4.6,610972
London,2020,202023,202006,20202,8/3/2020,8/9/2020,Bakery & Dairy,Cheese & Yoghurts,23827873.23,22849041.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20.64285714,10.6,33.2,0.0,0,13.44285714,42.6,1016.585714,293.3,1.5,5.0,610972
London,2020,202024,202006,20202,8/10/2020,8/16/2020,Bakery & Dairy,Cheese & Yoghurts,23484313.61,22331323.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,22.05714286,16.7,32.2,4.1,0,10.91428571,35.2,1013.3,293.3,1.5,5.0,610972
London,2020,202025,202006,20202,8/17/2020,8/23/2020,Bakery & Dairy,Cheese & Yoghurts,22888049.28,22312098.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17.8,12.8,22.7,20.9,0,17.64285714,63.0,1007.685714,293.3,1.5,5.0,610972
